FechaHora,Nitrogeno,Fosforo,Potasio,Conductividad_Electrica,pH,Humedad,Temperatura,m8 (10 cm) [mm],m8 (20 cm) [mm],m8 (60 cm) [mm],m8 (80 cm) [mm],m8 (100 cm) [mm],tz (T Amb superficie) [C]
2020-10-01 23:51:16,119.56,60.18,195.25,3.97,6.61,64.78,13.31,57.28,54.22,69.26,71.29,45.79,12.62
2020-10-02 00:01:16,117.39,60.51,195.65,3.96,6.72,64.78,13.31,57.26,54.22,69.24,71.29,45.8,12.56
2020-10-02 05:51:40,118.83,61.62,195.76,3.93,6.62,64.69,13.31,56.81,54.0,69.11,71.26,45.77,10.43
2020-10-02 11:41:58,120.41,60.61,193.83,4.0,6.87,64.55,13.37,56.72,53.5,68.96,71.26,45.74,12.25
2020-10-02 17:32:21,121.57,62.62,196.39,4.02,6.59,64.37,13.31,57.43,53.53,68.83,71.23,45.7,15.31
2020-10-02 23:52:46,120.9,62.33,194.52,3.97,6.71,64.28,13.25,57.43,53.65,68.69,71.21,45.66,12.75
2020-10-03 00:02:47,119.49,61.12,193.69,3.97,6.61,64.28,13.31,57.42,53.64,68.69,71.21,45.66,12.75
2020-10-03 05:53:11,118.11,60.94,193.91,3.93,6.63,64.18,13.31,56.8,53.53,68.58,71.21,45.65,10.93
2020-10-03 11:33:34,115.83,60.63,192.48,3.97,6.81,74.39,13.31,56.76,54.19,74.92,74.69,74.28,12.68
2020-10-03 17:13:56,121.73,61.09,193.03,4.01,6.78,66.82,13.31,57.66,54.71,71.99,74.37,74.12,15.75
2020-10-03 23:54:23,119.12,61.19,196.14,3.96,6.87,66.3,13.31,57.4,54.73,70.6,73.86,51.39,12.56
2020-10-04 00:14:24,119.33,60.38,192.89,3.96,6.71,66.28,13.31,57.38,54.72,70.58,73.83,50.41,12.43
2020-10-04 05:54:47,120.2,59.37,193.77,3.92,6.87,66.04,13.31,56.92,54.51,70.32,72.44,47.23,10.25
2020-10-04 11:35:09,117.89,60.81,191.22,4.01,6.76,65.82,13.37,56.76,54.23,70.16,71.82,46.43,11.87
2020-10-04 17:05:31,119.48,60.67,190.47,4.01,6.69,65.62,13.31,57.52,54.2,70.03,71.62,46.26,15.68
2020-10-04 23:55:57,123.04,59.72,191.16,3.96,6.62,65.43,13.25,57.38,54.33,69.89,71.51,46.15,12.93
2020-10-05 00:15:59,120.76,60.32,189.03,3.96,6.83,65.43,13.25,57.35,54.33,69.87,71.5,46.14,12.81
2020-10-05 05:56:22,120.54,59.48,187.77,3.92,6.8,65.31,13.31,56.92,54.18,69.75,71.47,46.1,10.68
2020-10-05 11:36:44,117.63,60.91,190.79,4.01,6.87,65.17,13.31,56.84,53.97,69.62,71.43,46.06,12.81
2020-10-05 17:17:07,123.37,60.4,190.41,4.01,6.74,65.01,13.31,57.58,54.0,69.51,71.39,46.04,16.0
2020-10-05 23:57:33,117.87,60.39,190.24,3.95,6.77,64.89,13.31,57.44,54.12,69.29,71.33,46.0,13.68
2020-10-06 00:07:35,122.88,60.92,189.12,3.95,6.76,64.85,13.31,57.33,54.08,69.23,71.33,46.0,13.37
2020-10-06 05:27:55,116.83,62.41,190.85,3.92,6.73,64.81,13.31,57.23,54.05,69.17,71.33,46.0,13.06
2020-10-06 10:58:17,138.83,63.87,199.71,3.92,6.84,64.69,13.37,57.06,53.95,69.04,71.32,45.98,13.12
2020-10-06 16:28:39,138.87,64.41,198.99,4.01,6.78,64.58,13.37,57.57,53.89,68.94,71.28,45.96,16.43
2020-10-06 23:59:05,134.91,64.91,196.18,3.95,6.76,64.48,13.43,57.3,53.99,68.79,71.28,45.93,13.37
2020-10-07 00:19:06,136.46,63.63,199.08,3.95,6.66,64.48,13.43,57.27,53.98,68.79,71.29,45.94,13.25
2020-10-07 06:19:30,136.34,64.65,199.7,3.91,6.82,64.39,13.5,56.81,53.81,68.68,71.29,45.93,11.25
2020-10-07 11:39:51,134.06,64.98,198.54,4.01,6.73,75.78,13.5,57.41,56.74,74.97,74.83,73.64,13.62
2020-10-07 16:50:12,132.82,63.65,199.46,4.01,6.71,67.85,13.62,59.46,57.43,74.83,74.49,73.4,17.12
2020-10-07 23:40:38,132.84,66.59,200.54,3.97,6.8,67.22,13.62,58.91,57.03,71.49,74.5,73.37,13.75
2020-10-08 00:00:39,135.26,61.74,197.77,3.96,6.93,67.18,13.62,58.87,57.01,71.44,74.5,73.37,13.56
2020-10-08 05:41:02,134.1,62.74,198.99,3.93,6.91,66.81,13.62,58.22,56.64,70.97,74.15,50.75,11.5
2020-10-08 11:21:25,133.13,62.29,195.83,4.0,6.71,66.56,13.68,57.95,56.25,70.83,73.35,47.76,13.0
2020-10-08 17:01:47,135.1,64.69,198.37,4.02,6.69,66.33,13.62,58.66,56.12,70.67,72.26,47.1,16.75
2020-10-08 23:52:14,134.13,63.74,197.09,3.96,6.82,66.17,13.62,58.34,56.09,70.44,71.83,47.1,13.62
2020-10-09 00:02:14,131.81,62.63,196.53,3.96,6.72,66.16,13.62,58.32,56.09,70.43,71.83,47.1,13.56
2020-10-09 05:32:37,130.9,64.22,196.3,3.93,6.76,66.04,13.62,57.84,55.86,70.29,71.76,47.17,11.68
2020-10-09 11:02:59,133.14,63.05,196.1,4.0,6.54,65.9,13.68,57.61,55.58,70.15,71.74,47.26,12.68
2020-10-09 16:33:21,131.23,66.09,195.65,4.01,6.75,65.72,13.68,58.43,55.48,70.05,71.69,47.31,17.18
2020-10-09 23:43:48,131.93,62.77,195.98,3.96,6.82,65.69,13.68,58.3,55.48,69.96,71.68,47.3,15.71
2020-10-10 00:03:49,133.79,64.41,195.29,3.95,6.72,65.67,13.68,58.16,55.49,69.87,71.67,47.29,14.25
2020-10-10 06:04:11,131.86,62.18,194.02,3.92,6.73,65.5,13.75,57.78,55.3,69.75,71.66,47.29,13.0
2020-10-10 11:44:34,129.44,63.77,195.48,3.96,6.8,65.37,13.81,57.77,55.11,69.61,71.66,47.25,14.87
2020-10-10 17:24:56,130.59,62.71,194.25,4.01,6.76,65.23,13.81,58.43,55.07,69.48,71.62,47.23,17.93
2020-10-10 23:55:22,128.46,61.78,195.77,3.95,6.81,65.14,13.81,58.14,55.13,69.35,71.61,47.19,14.93
2020-10-11 00:05:22,131.88,60.96,194.42,3.95,6.76,65.14,13.81,58.13,55.12,69.35,71.62,47.18,14.87
2020-10-11 05:35:44,128.33,62.79,194.32,3.91,6.77,65.08,13.87,57.65,54.96,69.26,71.62,47.16,12.81
2020-10-11 11:16:07,129.17,64.08,191.81,4.0,6.72,70.94,14.0,57.54,55.33,75.66,75.14,75.62,14.43
2020-10-11 16:46:29,128.92,63.06,192.43,4.01,6.87,76.06,14.25,60.67,58.07,75.72,78.04,75.79,18.5
2020-10-11 23:56:56,128.33,61.5,194.46,3.96,6.85,69.25,14.31,59.96,57.56,75.76,78.32,75.82,14.93
2020-10-12 00:06:56,124.79,64.45,192.48,3.96,6.79,69.29,14.31,59.93,57.55,75.75,78.31,75.83,14.87
2020-10-12 05:57:20,125.33,63.38,192.49,3.92,6.86,67.94,14.31,59.25,57.15,75.78,78.35,75.81,13.06
2020-10-12 11:47:43,126.5,63.73,192.5,4.01,6.78,67.35,14.37,59.08,56.78,75.82,78.41,75.83,14.87
2020-10-12 17:38:06,127.38,63.35,194.01,4.01,6.76,66.98,14.31,59.64,56.65,75.83,78.42,75.81,17.56
2020-10-12 23:58:31,126.35,65.52,192.71,3.96,6.91,66.79,14.31,59.31,56.59,75.86,78.44,75.8,15.25
2020-10-13 00:08:32,124.8,63.02,193.49,3.95,6.77,66.79,14.31,59.31,56.59,75.87,78.44,75.8,15.25
2020-10-13 05:38:54,123.83,61.96,191.62,3.93,6.89,66.64,14.31,59.0,56.42,75.87,78.47,75.79,14.37
2020-10-13 11:19:17,124.9,63.91,191.88,3.91,6.86,66.5,14.37,58.78,56.24,75.89,78.51,75.8,14.25
2020-10-13 16:49:40,124.43,60.46,190.18,3.91,6.82,66.35,14.37,58.85,56.07,72.86,78.55,75.8,15.31
2020-10-13 23:50:06,125.6,63.02,192.46,3.85,6.85,66.19,14.37,58.73,55.94,71.64,78.58,75.8,14.31
2020-10-14 00:10:08,124.08,62.28,191.06,3.85,6.75,66.13,14.37,58.62,55.86,71.35,78.6,75.81,14.03
2020-10-14 05:50:29,125.17,63.99,190.75,3.82,6.82,66.07,14.37,58.51,55.79,71.07,78.62,75.81,13.75
2020-10-14 11:30:52,123.05,62.67,190.8,3.83,6.82,66.03,14.37,58.47,55.63,70.68,78.51,75.78,14.68
2020-10-14 17:11:14,123.21,61.8,191.77,4.01,6.77,65.82,14.31,58.9,55.54,70.48,75.79,75.73,17.25
2020-10-14 23:41:41,122.6,62.72,189.75,3.96,6.82,65.73,14.34,58.62,55.47,70.32,74.72,75.69,15.62
2020-10-15 00:01:41,121.62,61.17,191.46,3.96,6.62,65.73,14.34,58.62,55.47,70.32,74.72,75.69,15.62
2020-10-15 05:42:03,123.47,64.46,188.55,3.93,6.8,65.65,14.37,58.34,55.41,70.16,73.66,75.66,14.0
2020-10-15 11:42:28,121.01,62.25,189.69,3.94,6.76,65.54,14.37,58.26,55.26,70.0,73.31,75.62,14.56
2020-10-15 17:22:50,121.15,63.17,191.13,4.01,6.69,65.43,14.37,58.75,55.2,69.86,73.01,74.55,17.5
2020-10-15 23:53:16,121.47,61.75,188.25,3.96,6.71,65.35,14.37,58.51,55.24,69.75,72.79,71.44,15.43
2020-10-16 00:03:16,119.4,62.85,188.82,3.95,6.62,65.35,14.37,58.5,55.24,69.74,72.78,71.3,15.37
2020-10-16 05:43:39,120.53,62.26,189.26,3.92,6.77,65.26,14.37,58.25,55.15,69.62,72.64,60.46,14.5
2020-10-16 11:24:02,119.62,64.34,187.88,3.91,6.88,65.31,14.43,58.14,55.03,75.06,74.57,52.65,14.75
2020-10-16 17:04:24,119.76,60.75,186.13,4.01,6.69,74.1,14.5,58.7,55.72,75.18,74.69,53.45,17.81
2020-10-16 23:54:51,119.97,61.84,186.31,3.96,6.67,69.87,14.62,58.74,56.13,75.23,74.76,75.24,15.18
2020-10-17 00:04:52,118.8,61.7,187.75,3.96,6.92,69.83,14.62,58.73,56.12,75.23,74.76,75.25,15.18
2020-10-17 05:35:14,119.67,60.9,187.9,3.93,6.63,68.48,14.62,58.54,55.99,75.26,77.76,75.29,14.62
2020-10-17 11:05:36,121.96,62.02,187.53,3.92,6.81,67.5,14.62,58.44,55.79,75.32,78.07,75.33,14.68
2020-10-17 16:35:58,119.96,63.02,187.7,4.01,6.86,67.04,14.62,58.89,55.67,75.37,78.11,75.35,17.68
2020-10-17 23:56:24,121.72,61.32,186.39,3.96,6.8,66.69,14.62,58.73,55.69,75.4,78.26,75.35,15.68
2020-10-18 00:06:26,120.52,62.04,186.32,3.95,6.73,66.59,14.62,58.63,55.64,75.41,78.27,75.35,15.27
2020-10-18 05:36:47,121.16,62.5,184.27,3.92,6.9,66.49,14.62,58.53,55.6,75.42,78.28,75.35,14.87
2020-10-18 10:47:08,118.84,62.57,186.0,3.91,6.57,66.35,14.68,58.42,55.54,75.44,78.33,75.37,14.68
2020-10-18 15:57:29,120.16,61.42,186.1,4.01,6.79,66.19,14.68,58.87,55.35,72.96,78.4,75.39,17.18
2020-10-18 23:57:54,120.2,59.4,184.58,3.94,6.78,66.06,14.68,58.47,55.28,72.06,78.43,75.4,14.9
2020-10-19 00:17:56,119.08,61.44,185.63,3.94,6.8,66.06,14.68,58.47,55.28,72.06,78.43,75.4,14.9
2020-10-19 05:58:17,118.77,64.05,182.81,3.9,6.72,65.93,14.68,58.06,55.22,71.17,78.46,75.4,12.62
2020-10-19 11:28:39,117.76,60.86,185.27,4.0,6.67,65.81,14.68,57.85,55.0,70.75,78.19,75.37,14.75
2020-10-19 16:59:01,122.24,60.71,184.6,4.02,6.65,65.67,14.68,58.55,55.03,70.51,77.44,75.33,17.75
2020-10-19 23:49:25,118.54,62.0,186.33,3.96,6.81,65.58,14.68,58.24,55.12,70.3,74.12,75.29,14.81
2020-10-20 00:09:26,122.02,61.77,185.35,3.96,6.81,65.58,14.68,58.21,55.12,70.29,74.11,75.3,14.68
2020-10-20 06:09:51,119.3,61.0,185.24,3.92,6.74,65.51,14.68,57.78,54.97,70.1,73.87,75.26,12.75
2020-10-20 11:40:12,118.71,61.67,184.38,4.01,6.72,72.44,14.68,57.78,54.79,75.24,75.05,75.41,15.62
2020-10-20 17:00:33,120.93,61.49,183.99,4.02,6.7,68.21,14.81,59.18,56.4,75.25,74.85,75.4,18.68
2020-10-20 23:50:58,119.05,62.02,181.89,3.96,6.79,67.36,14.81,58.93,56.38,75.26,74.62,75.35,15.43
2020-10-21 00:21:00,120.85,62.06,182.52,3.95,6.64,67.2,14.81,58.71,56.26,73.8,74.7,75.38,14.8
2020-10-21 05:41:19,119.5,60.43,184.53,3.92,6.71,67.04,14.81,58.49,56.13,72.33,74.78,75.4,14.18
2020-10-21 11:01:41,120.72,62.27,180.83,3.91,6.71,66.81,14.81,58.34,55.92,71.37,74.85,75.41,14.31
2020-10-21 16:02:01,118.55,61.28,181.69,3.99,6.87,66.64,14.87,58.69,55.74,70.9,74.25,75.39,17.31
2020-10-21 23:42:24,121.25,60.81,180.41,3.94,6.92,66.39,14.81,58.5,55.74,70.55,73.33,75.26,14.75
2020-10-22 00:12:26,120.73,62.55,183.18,3.93,6.98,66.44,14.81,58.47,55.73,70.54,73.33,75.17,14.68
2020-10-22 06:22:49,118.62,61.38,180.85,3.89,6.93,66.21,14.81,58.22,55.58,70.29,73.23,74.74,14.12
2020-10-22 11:53:11,123.96,61.01,182.86,4.03,6.78,73.8,14.87,58.85,57.06,74.82,75.08,70.44,15.06
2020-10-22 17:13:32,120.81,61.07,180.53,4.02,6.79,67.83,14.87,59.59,56.96,74.69,74.82,73.01,17.5
2020-10-22 23:53:57,123.44,61.87,180.23,3.96,6.65,67.44,14.87,59.27,56.77,72.94,74.69,73.0,16.0
2020-10-23 00:23:59,122.4,61.47,181.85,3.96,6.62,67.44,14.87,59.27,56.77,72.94,74.69,73.0,16.0
2020-10-23 05:44:18,119.72,61.95,181.22,3.92,6.84,67.06,14.87,58.95,56.57,71.18,74.56,73.0,14.5
2020-10-23 11:24:41,119.38,59.29,177.06,3.91,6.97,66.83,14.87,58.79,56.36,70.86,73.74,72.93,14.56
2020-10-23 16:35:01,119.39,62.37,180.08,4.01,6.97,66.65,14.87,59.04,56.17,70.67,73.3,71.66,17.0
2020-10-23 23:45:29,117.25,61.06,179.97,3.94,6.67,66.44,14.87,58.89,56.12,70.42,73.04,63.96,15.18
2020-10-24 00:05:29,118.96,61.7,179.4,3.94,6.82,66.38,14.87,58.75,56.05,70.33,73.01,63.46,14.84
2020-10-24 05:45:50,120.37,62.56,178.29,3.91,6.71,66.31,14.87,58.61,55.97,70.23,72.98,62.96,14.5
2020-10-24 11:16:12,122.29,62.51,178.8,3.9,6.81,66.17,14.87,58.48,55.84,70.11,72.9,58.02,14.75
2020-10-24 16:36:33,118.84,59.6,178.05,4.06,6.77,69.56,14.93,61.13,58.46,75.33,75.01,53.61,18.06
2020-10-24 23:56:58,121.32,62.07,178.49,3.94,6.81,67.67,15.0,60.39,57.83,75.25,74.86,75.14,15.37
2020-10-25 00:06:58,135.03,65.02,189.02,3.94,6.74,67.66,15.0,60.36,57.82,75.25,74.81,75.14,15.31
2020-10-25 05:37:19,135.92,65.79,188.36,3.91,6.71,67.33,15.0,59.76,57.45,71.76,74.81,75.16,14.12
2020-10-25 10:47:40,136.08,63.02,189.01,4.03,6.88,67.08,15.0,59.58,57.13,71.19,74.42,75.18,15.25
2020-10-25 15:58:00,137.19,63.61,189.45,3.96,6.74,66.87,15.0,59.95,56.93,70.91,73.62,75.1,18.06
2020-10-25 23:38:25,137.22,64.89,188.68,3.94,6.76,66.66,14.93,59.67,56.88,70.61,73.12,71.74,15.5
2020-10-26 00:08:28,137.9,63.64,187.64,3.93,6.78,66.64,14.93,59.61,56.87,70.6,73.12,71.61,15.25
2020-10-26 05:58:50,137.52,64.14,188.3,3.89,6.67,66.5,15.0,59.03,56.62,70.37,73.12,72.29,13.25
2020-10-26 11:09:10,136.63,66.01,188.95,4.01,6.76,66.36,15.0,58.93,56.34,70.24,73.08,71.6,15.43
2020-10-26 16:19:31,136.76,66.84,189.31,4.0,6.73,66.19,15.0,59.58,56.28,70.12,72.98,62.43,18.43
2020-10-26 23:49:54,138.5,64.27,188.65,3.93,6.74,66.07,15.0,59.17,56.27,69.98,72.83,55.44,15.18
2020-10-27 00:19:54,135.22,65.44,187.78,3.92,6.8,66.06,15.0,59.12,56.26,69.97,72.81,55.4,15.0
2020-10-27 06:20:16,137.06,64.58,185.93,3.88,6.61,65.96,15.0,58.63,56.04,69.87,72.79,54.3,13.56
2020-10-27 11:20:35,133.07,65.36,185.39,3.96,6.85,65.85,15.06,58.68,55.82,69.8,72.69,52.24,15.75
2020-10-27 16:00:53,136.32,64.91,186.4,4.0,6.75,68.44,15.06,59.05,55.79,75.5,75.23,63.66,17.37
2020-10-27 23:41:20,134.86,63.03,185.02,3.92,6.85,68.15,15.18,60.58,58.27,75.42,74.94,75.44,15.31
2020-10-28 00:11:22,135.49,65.66,185.5,3.93,6.83,68.05,15.18,60.51,58.24,75.42,74.93,75.44,15.06
2020-10-28 06:01:41,136.94,63.36,186.0,3.88,6.91,67.53,15.12,59.81,57.76,72.01,74.92,75.43,13.12
2020-10-28 11:12:01,135.55,62.88,185.47,4.0,6.78,67.25,15.18,59.64,57.36,71.26,74.65,75.4,15.31
2020-10-28 16:12:21,136.52,65.48,185.44,3.99,6.69,67.0,15.12,60.29,57.59,71.03,74.19,75.37,18.87
2020-10-28 23:42:47,137.29,63.83,184.2,3.93,6.89,66.91,15.06,59.99,57.23,70.75,73.44,73.65,16.0
2020-10-29 00:12:49,135.55,65.04,185.59,3.93,6.91,66.8,15.06,59.93,57.22,70.74,73.44,73.33,15.75
2020-10-29 05:33:07,136.64,64.7,186.21,3.91,6.76,66.67,15.12,59.33,56.99,70.58,73.26,73.07,13.62
2020-10-29 10:53:29,134.31,63.1,184.35,4.01,6.74,66.53,15.12,59.15,56.68,70.46,73.12,70.99,15.43
2020-10-29 15:53:48,134.65,62.4,185.4,4.01,6.87,66.37,15.18,59.8,56.57,70.29,72.97,59.8,18.75
2020-10-29 23:54:14,133.81,65.89,187.22,3.93,6.77,66.23,15.12,59.39,56.56,70.08,72.8,53.79,15.43
2020-10-30 00:24:15,136.06,64.75,184.15,3.92,6.89,66.22,15.18,59.33,56.54,70.07,72.79,53.8,15.18
2020-10-30 05:54:35,135.01,65.54,184.77,3.9,6.92,66.14,15.25,58.8,56.33,69.97,72.76,53.28,13.5
2020-10-30 11:34:58,133.53,63.79,184.1,4.01,6.81,66.0,15.25,58.73,56.08,69.83,72.71,51.95,15.37
2020-10-30 16:45:18,134.42,65.26,184.67,4.01,6.9,73.21,15.31,60.5,58.65,75.4,75.35,53.6,18.25
2020-10-30 23:35:44,135.66,65.71,181.63,3.94,6.9,68.33,15.37,61.28,58.96,75.29,75.08,77.83,15.68
2020-10-31 00:05:45,133.94,63.62,182.07,3.96,6.87,68.25,15.37,61.19,58.89,75.28,75.08,77.85,15.43
2020-10-31 06:06:07,132.51,63.56,183.08,3.92,6.64,67.73,15.37,60.48,58.32,72.37,75.11,77.87,14.56
2020-10-31 11:26:29,134.0,63.91,183.64,3.91,6.78,67.44,15.37,60.16,57.96,71.48,75.19,77.89,14.81
2020-10-31 16:36:49,130.75,63.74,182.61,4.01,6.77,67.21,15.37,60.39,57.68,71.16,74.37,77.85,17.37
2020-10-31 23:37:13,134.79,60.96,180.43,3.96,6.75,66.98,15.37,60.15,57.56,70.87,73.6,77.78,15.81
2020-11-01 00:07:17,132.9,62.73,181.04,3.95,6.67,66.97,15.31,60.11,57.54,70.86,73.6,77.78,15.75
2020-11-01 05:57:37,132.74,64.0,180.87,3.91,6.71,66.8,15.37,59.75,57.33,70.69,73.36,76.43,15.0
2020-11-01 11:17:59,134.69,63.99,181.85,3.9,6.88,66.66,15.37,59.54,57.13,70.55,73.19,74.47,15.0
2020-11-01 16:28:19,131.26,63.92,180.4,3.96,6.83,71.87,15.31,62.17,59.68,75.3,75.24,73.33,17.62
2020-11-01 23:48:45,136.12,63.31,180.22,3.92,6.76,68.01,15.37,61.34,58.75,75.18,75.0,73.5,15.93
2020-11-02 00:18:45,132.39,61.46,181.83,3.92,6.78,67.83,15.37,61.06,58.55,73.81,74.99,73.48,15.46
2020-11-02 05:49:06,132.24,63.7,181.92,3.87,6.88,67.65,15.37,60.79,58.36,72.43,74.98,73.47,15.0
2020-11-02 11:09:28,134.44,63.77,179.94,3.87,6.71,67.37,15.37,60.48,58.05,71.64,75.06,73.43,14.93
2020-11-02 16:19:47,133.9,62.56,180.58,4.04,6.71,67.17,15.37,60.62,57.78,71.24,74.87,73.42,17.18
2020-11-02 23:40:10,136.43,63.86,177.87,3.93,6.92,66.96,15.37,60.35,57.64,70.94,74.08,73.37,15.43
2020-11-03 00:00:11,132.35,63.73,179.87,3.94,6.76,66.88,15.37,60.16,57.53,70.84,73.95,73.34,15.05
2020-11-03 05:40:29,132.4,62.87,180.7,3.89,6.99,66.8,15.37,59.98,57.43,70.73,73.82,73.32,14.68
2020-11-03 10:50:50,130.27,63.28,179.84,3.89,6.95,66.67,15.37,59.77,57.23,70.58,73.54,73.28,14.75
2020-11-03 15:51:09,131.9,64.25,179.12,4.0,6.58,66.54,15.31,60.19,57.03,70.42,73.41,72.66,18.12
2020-11-03 23:31:33,131.22,63.64,178.49,3.93,6.53,66.4,15.31,60.0,57.01,70.23,73.18,64.64,16.25
2020-11-04 00:01:34,131.54,62.32,178.11,3.94,6.67,66.39,15.31,59.97,57.0,70.22,73.17,64.08,16.12
2020-11-04 06:01:54,129.52,64.91,178.37,3.89,6.81,66.29,15.37,59.63,56.87,70.1,73.11,60.34,15.25
2020-11-04 11:12:14,134.55,64.45,176.71,3.91,6.76,66.18,15.37,59.47,56.7,70.01,73.01,56.21,15.87
2020-11-04 16:22:35,129.83,62.36,179.84,3.99,6.67,73.89,15.43,61.37,59.06,75.4,75.75,75.75,18.37
2020-11-04 23:32:57,127.68,62.43,178.54,3.93,6.63,68.14,15.5,61.5,58.87,75.28,75.19,75.64,16.31
2020-11-05 00:02:59,130.03,62.5,177.6,3.89,6.87,68.07,15.5,61.43,58.84,75.26,75.19,75.62,16.06
2020-11-05 05:43:20,130.82,63.75,176.86,3.87,6.82,67.69,15.56,60.78,58.41,72.24,75.37,75.65,14.5
2020-11-05 10:53:40,129.91,63.81,177.27,4.06,6.79,67.42,15.56,60.71,58.05,71.54,76.57,75.66,17.06
2020-11-05 15:54:00,133.14,63.68,178.01,4.0,6.78,67.22,15.5,61.2,57.92,71.22,75.0,75.61,19.37
2020-11-05 23:54:24,131.21,63.79,177.98,3.92,6.74,67.0,15.56,60.68,57.81,70.9,73.91,75.55,16.12
2020-11-06 00:14:24,131.34,61.66,175.77,3.93,6.98,66.99,15.5,60.64,57.8,70.9,73.89,75.56,16.0
2020-11-06 05:34:45,132.11,62.39,175.55,3.89,6.76,66.89,15.56,60.12,57.57,70.75,73.76,75.54,14.75
2020-11-06 10:55:06,131.56,60.95,178.53,4.06,6.87,66.75,15.62,59.93,57.29,70.65,73.49,75.5,15.62
2020-11-06 16:05:26,132.49,63.82,177.31,4.0,6.72,69.26,15.68,62.06,59.2,75.26,75.24,74.16,19.06
2020-11-06 23:55:52,129.28,63.98,176.58,3.94,6.7,67.93,15.68,61.41,58.78,75.19,76.43,74.79,16.37
2020-11-07 00:25:53,130.08,64.04,175.47,3.94,6.76,67.91,15.68,61.35,58.75,75.19,76.47,74.78,16.12
2020-11-07 06:06:14,131.8,62.45,176.4,3.89,6.76,67.6,15.75,60.7,58.38,72.6,78.35,74.76,14.75
2020-11-07 11:06:33,126.94,63.19,173.86,4.05,6.79,67.39,15.75,60.49,58.06,71.81,78.4,74.76,15.87
2020-11-07 16:06:53,128.58,63.2,176.56,4.0,6.88,67.19,15.81,60.98,57.87,71.37,77.67,74.74,18.93
2020-11-07 23:37:14,131.31,64.36,174.7,3.92,6.81,67.0,15.81,60.7,57.81,71.01,74.82,74.69,17.0
2020-11-08 00:07:15,129.71,60.73,175.35,3.91,6.87,66.99,15.75,60.66,57.8,71.0,74.76,74.69,16.93
2020-11-08 06:37:39,131.73,63.48,174.98,3.87,6.93,66.86,15.81,60.25,57.6,70.82,74.1,74.71,15.81
2020-11-08 11:27:58,131.45,62.32,173.95,3.88,6.59,66.75,15.87,60.05,57.42,70.71,73.76,74.67,16.12
2020-11-08 16:08:16,128.36,62.28,173.68,3.94,6.7,75.22,15.87,62.31,60.0,75.4,75.67,74.85,18.06
2020-11-08 23:48:37,130.7,63.28,174.97,3.88,6.64,68.08,15.93,61.6,59.03,75.29,77.55,74.96,16.0
2020-11-09 00:18:36,131.8,63.05,174.6,3.88,6.63,68.07,15.93,61.52,58.99,75.29,77.58,74.97,15.81
2020-11-09 05:38:56,130.13,61.66,171.48,3.85,6.66,67.76,15.93,60.99,58.66,75.3,77.65,74.94,15.06
2020-11-09 10:49:17,128.36,63.07,171.32,3.85,6.78,67.53,15.93,60.75,58.32,73.12,77.69,74.94,15.37
2020-11-09 15:49:36,131.05,62.9,171.88,4.0,6.8,67.33,15.93,61.04,58.07,72.37,77.72,74.92,18.25
2020-11-09 23:30:03,130.58,64.19,171.68,3.95,6.86,67.12,15.87,60.79,57.97,71.46,77.69,74.89,16.43
2020-11-10 00:00:05,130.34,62.7,171.24,3.95,6.78,67.11,15.87,60.76,57.96,71.44,77.69,74.89,16.31
2020-11-10 05:30:23,130.52,63.22,172.53,3.91,6.77,66.98,15.87,60.41,57.79,71.19,77.56,74.87,15.5
2020-11-10 10:40:44,124.89,60.81,171.49,3.9,6.8,77.6,15.87,61.22,59.3,75.32,76.58,75.06,15.5
2020-11-10 15:51:03,130.58,61.86,173.03,3.93,6.87,78.97,15.87,63.87,60.89,75.37,76.66,75.18,18.0
2020-11-10 23:31:28,131.89,61.27,173.02,3.86,6.63,69.49,15.93,62.59,59.45,75.36,77.36,75.21,16.81
2020-11-11 00:01:30,129.76,62.22,171.23,3.86,6.63,69.4,15.93,62.53,59.42,75.36,77.37,75.22,16.68
2020-11-11 05:41:50,129.31,64.04,172.71,3.83,6.75,68.48,15.93,61.97,59.03,75.37,77.4,75.19,15.81
2020-11-11 10:52:11,130.0,60.42,170.77,3.83,6.71,68.03,15.93,61.66,58.74,75.42,77.44,75.21,15.81
2020-11-11 15:52:30,129.38,61.88,170.03,3.87,6.83,67.76,15.93,61.72,58.47,75.44,77.46,75.19,18.06
2020-11-11 23:32:54,129.77,62.13,170.3,3.81,6.62,67.44,15.93,61.46,58.32,75.5,77.51,75.19,16.37
2020-11-12 00:02:55,128.74,61.64,182.32,3.8,6.67,67.42,15.93,61.42,58.31,75.5,77.51,75.19,16.31
2020-11-12 05:33:15,127.54,63.61,179.51,3.78,6.87,67.26,15.93,61.07,58.14,75.51,77.54,75.18,15.43
2020-11-12 10:33:35,127.13,63.31,180.9,3.78,6.91,67.12,15.93,60.84,57.97,75.54,77.58,75.19,15.43
2020-11-12 15:33:54,127.09,63.18,181.35,3.87,6.78,67.01,15.93,60.99,57.74,75.55,77.6,75.18,17.68
2020-11-12 23:54:17,126.47,61.78,181.29,3.81,6.89,66.85,15.87,60.78,57.65,73.18,77.62,75.18,16.12
2020-11-13 00:24:19,126.89,61.97,180.38,3.79,6.84,66.85,15.87,60.75,57.64,73.12,77.64,75.18,16.0
2020-11-13 05:44:38,131.08,62.61,181.14,3.78,6.82,66.75,15.87,60.65,57.54,72.44,77.66,75.17,15.31
