FechaHora,Nitrogeno,Fosforo,Potasio,Conductividad_Electrica,pH,Humedad,Temperatura,m8 (10 cm) [mm],m8 (20 cm) [mm],m8 (60 cm) [mm],m8 (80 cm) [mm],m8 (100 cm) [mm],tz (T Amb superficie) [C]
07-04-2021 10:28:49,119.65,42.64,151.12,4.04,6.46,64.53,17.0,58.22,45.47,69.4,72.51,46.92,15.12
07-04-2021 15:29:09,118.7,43.92,150.4,4.02,6.62,72.76,17.0,70.62,65.94,75.62,76.32,72.54,19.43
07-04-2021 23:39:38,118.45,44.37,148.76,3.93,6.32,68.39,17.06,64.23,59.39,72.85,76.12,72.44,17.0
08-04-2021 00:09:39,183.22,68.89,251.83,3.94,6.63,68.33,17.06,64.15,59.3,72.6,76.12,72.44,16.93
08-04-2021 05:09:59,178.92,67.03,248.92,3.9,6.34,67.93,17.06,63.49,58.53,71.91,75.44,52.27,16.25
08-04-2021 10:20:19,179.4,70.55,250.71,4.03,6.56,67.66,17.06,62.95,57.64,71.69,73.99,48.6,16.43
08-04-2021 15:20:39,177.37,72.04,247.3,4.01,6.47,67.32,17.06,62.38,55.22,71.47,73.29,47.66,18.18
08-04-2021 23:41:03,176.98,69.26,247.67,3.93,6.52,67.16,17.06,61.9,54.06,71.34,73.08,47.51,16.87
09-04-2021 00:01:05,176.49,70.14,245.85,3.92,6.58,67.01,17.06,61.42,52.91,71.21,72.87,47.36,15.56
09-04-2021 05:41:25,173.27,69.18,247.41,3.88,6.56,66.85,17.12,60.94,52.38,71.0,72.79,47.28,13.93
09-04-2021 11:01:46,174.05,68.89,245.36,3.99,6.52,66.66,17.12,60.6,51.46,70.85,72.73,47.22,15.25
09-04-2021 16:22:07,175.79,71.1,248.03,4.01,6.66,66.35,17.06,60.25,48.57,70.68,72.66,47.14,17.18
09-04-2021 23:52:31,171.55,69.62,246.1,3.93,6.38,66.2,17.03,59.95,48.0,70.52,72.63,47.1,16.05
10-04-2021 00:02:30,171.13,69.42,245.87,3.93,6.32,66.06,17.0,59.65,47.44,70.36,72.61,47.06,14.93
10-04-2021 05:32:52,170.8,69.48,245.09,3.89,6.44,65.85,17.0,59.32,47.3,70.12,72.58,47.01,13.68
10-04-2021 10:33:11,170.77,69.41,243.26,4.06,6.53,65.61,17.0,59.07,47.0,69.94,72.58,46.98,14.31
10-04-2021 15:23:30,170.34,67.54,244.13,4.01,6.6,65.25,17.0,58.72,45.57,69.78,72.54,46.95,16.87
10-04-2021 23:53:57,170.74,69.0,245.37,3.93,6.46,65.03,16.94,58.37,45.23,69.63,72.52,46.91,15.59
11-04-2021 00:13:58,168.83,70.91,243.0,3.91,6.52,64.8,16.87,58.02,44.89,69.49,72.5,46.87,14.31
11-04-2021 05:44:18,167.24,69.87,241.38,3.88,6.54,64.53,16.87,57.67,44.88,69.33,72.48,46.84,12.87
11-04-2021 10:44:34,168.32,68.37,240.0,4.01,6.41,72.47,16.87,69.56,65.6,75.55,76.07,74.67,16.75
11-04-2021 15:34:53,166.81,69.1,240.67,4.02,6.53,68.82,16.68,64.6,59.79,75.37,75.83,74.69,17.62
11-04-2021 23:55:18,162.77,70.16,239.19,3.93,6.55,67.67,16.68,62.74,57.66,71.94,75.36,58.89,14.31
12-04-2021 00:05:19,168.23,69.15,241.47,3.91,6.64,67.53,16.71,62.4,57.35,71.81,74.88,53.87,13.53
12-04-2021 05:25:39,166.75,71.35,240.92,3.88,6.57,67.39,16.75,62.06,57.05,71.67,74.41,48.84,12.75
12-04-2021 10:36:00,163.05,69.01,238.8,4.06,6.52,67.18,16.68,61.62,56.3,71.41,73.44,47.62,13.43
12-04-2021 15:46:20,163.05,68.86,239.75,4.02,6.61,66.89,16.68,61.28,54.0,71.25,72.96,47.36,16.12
12-04-2021 23:56:51,163.88,67.41,238.12,3.94,6.64,66.62,16.62,60.73,52.25,70.99,72.72,47.17,14.18
01-05-2021 00:12:46,123.8,63.85,209.97,3.95,6.7,67.97,15.68,63.66,58.95,72.05,75.44,72.66,14.37
01-05-2021 05:43:08,123.03,61.4,210.53,3.92,6.54,67.61,15.75,62.94,58.29,71.65,74.8,49.57,13.06
01-05-2021 11:03:30,122.17,63.64,208.07,3.94,6.72,67.36,15.75,62.58,57.76,71.49,73.8,47.73,13.75
01-05-2021 16:23:51,121.31,62.95,209.14,4.02,6.78,67.12,15.68,62.53,56.11,71.28,73.08,47.32,15.87
01-05-2021 23:44:18,121.71,62.45,208.82,3.94,6.57,66.87,15.68,62.06,55.29,71.04,72.65,47.13,13.87
02-05-2021 00:04:20,119.32,61.62,210.2,3.94,6.75,66.8,15.65,61.86,55.13,70.94,72.59,47.09,13.43
02-05-2021 05:44:41,120.13,62.15,208.72,3.91,6.84,66.72,15.62,61.66,54.98,70.83,72.54,47.05,13.0
02-05-2021 11:05:03,121.13,60.39,208.86,3.93,6.61,66.57,15.62,61.46,54.54,70.66,72.48,46.99,13.87
02-05-2021 16:25:24,120.84,63.45,207.85,4.01,6.64,66.36,15.62,61.45,52.41,70.49,72.4,46.93,15.81
02-05-2021 23:55:54,118.21,62.9,206.4,3.94,6.58,66.16,15.56,61.02,51.22,70.24,72.35,46.86,13.56
03-05-2021 00:05:54,119.25,63.24,208.09,3.93,6.77,66.06,15.56,60.82,51.04,70.13,72.33,46.84,12.96
03-05-2021 06:06:16,120.38,61.4,205.86,3.9,6.7,65.96,15.56,60.62,50.86,70.03,72.32,46.83,12.37
03-05-2021 11:46:39,119.39,61.98,205.72,4.02,6.7,65.76,15.56,60.48,50.01,69.83,72.3,46.79,14.43
03-05-2021 17:27:01,122.66,63.17,206.09,4.02,6.79,69.96,15.5,68.89,64.22,69.65,72.24,46.72,16.0
03-05-2021 23:57:27,119.41,62.75,206.59,3.96,6.8,68.37,15.43,64.06,59.42,73.06,75.41,73.37,13.93
04-05-2021 00:07:28,119.76,63.62,204.97,3.96,6.69,68.36,15.43,64.01,59.4,73.05,75.41,73.37,13.87
04-05-2021 05:27:49,121.15,62.87,206.43,3.93,6.73,67.78,15.43,63.16,58.55,71.93,75.05,69.42,12.62
04-05-2021 10:48:10,120.5,62.73,203.85,3.94,6.78,67.48,15.5,62.72,57.89,71.6,74.37,49.22,13.12
04-05-2021 15:58:31,119.78,62.47,204.79,4.01,6.72,67.23,15.43,62.7,56.27,71.39,73.35,47.34,15.62
04-05-2021 23:59:00,118.87,63.75,203.87,3.94,6.68,66.94,15.37,62.21,55.2,71.07,72.6,46.99,13.68
05-05-2021 00:09:01,120.45,61.73,205.09,3.93,6.56,66.94,15.43,62.19,55.19,71.06,72.58,46.98,13.62
05-05-2021 05:49:23,121.56,61.5,203.28,3.89,6.42,66.76,15.37,61.76,54.87,70.87,72.47,46.89,12.5
05-05-2021 11:09:44,120.72,62.14,200.64,4.06,6.78,66.6,15.37,61.53,54.3,70.71,72.4,46.84,13.87
05-05-2021 16:30:06,118.83,62.06,203.26,4.02,6.73,66.39,15.37,61.64,52.2,70.53,72.32,46.77,16.0
05-05-2021 23:50:34,122.61,61.79,201.75,3.95,6.77,66.21,15.31,61.22,51.09,70.26,72.26,46.71,13.75
06-05-2021 00:10:36,117.83,62.91,200.85,3.95,6.73,66.19,15.37,61.19,51.06,70.25,72.26,46.7,13.62
06-05-2021 05:20:55,117.63,62.35,202.31,3.92,6.55,66.06,15.37,60.81,50.76,70.06,72.25,46.67,12.37
06-05-2021 10:31:15,121.44,61.36,200.35,4.03,6.87,65.89,15.37,60.52,50.47,69.89,72.23,46.65,12.75
06-05-2021 15:41:36,120.34,64.1,200.93,4.02,6.93,65.65,15.31,60.74,48.6,69.72,72.19,46.61,16.18
06-05-2021 23:52:07,119.18,61.2,199.08,3.95,6.61,65.33,15.31,60.44,47.93,69.46,72.16,46.56,14.68
07-05-2021 00:02:07,118.35,62.35,198.73,3.95,6.69,65.33,15.31,60.43,47.92,69.46,72.16,46.56,14.62
07-05-2021 05:12:28,123.48,60.79,201.13,3.92,6.49,65.12,15.31,60.23,47.88,69.3,72.16,46.54,14.5
07-05-2021 10:22:49,120.18,61.06,198.1,3.9,6.64,64.9,15.31,60.06,47.79,69.18,72.14,46.51,14.68
07-05-2021 15:13:09,120.8,61.21,197.99,3.97,6.77,71.8,15.31,70.03,65.92,75.33,75.48,61.71,17.56
07-05-2021 23:43:34,120.48,63.47,196.57,3.85,6.79,68.53,15.43,64.15,59.43,73.01,75.3,73.69,15.18
08-05-2021 00:13:35,120.65,61.58,199.75,3.86,6.68,68.43,15.43,64.06,59.32,72.96,75.29,73.69,14.93
08-05-2021 05:33:55,120.81,61.62,198.1,3.83,6.66,67.91,15.43,63.25,58.54,71.85,75.01,73.66,13.37
08-05-2021 10:24:15,121.1,59.87,197.52,3.83,6.78,67.65,15.43,62.83,58.03,71.56,74.71,49.53,13.37
08-05-2021 15:14:33,119.44,61.56,197.93,3.99,6.69,67.42,15.43,62.78,56.8,71.44,73.86,47.72,15.62
08-05-2021 23:44:55,119.56,60.18,195.25,3.84,6.61,67.12,15.37,62.27,55.64,71.08,72.67,47.07,13.75
09-05-2021 00:14:56,117.39,60.51,195.65,3.82,6.72,67.11,15.43,62.24,55.61,71.07,72.64,47.06,13.68
09-05-2021 05:55:17,118.83,61.62,195.76,3.8,6.62,66.94,15.37,61.82,55.31,70.87,72.49,46.96,12.56
09-05-2021 10:45:36,120.41,60.61,193.83,3.93,6.87,66.8,15.37,61.56,55.02,70.74,72.43,46.9,13.31
09-05-2021 15:35:55,121.57,62.62,196.39,4.02,6.59,66.62,15.37,61.69,53.61,70.6,72.35,46.84,15.62
09-05-2021 23:46:18,120.9,62.33,194.52,3.91,6.71,66.41,15.31,61.3,52.5,70.35,72.29,46.74,13.56
10-05-2021 00:16:18,119.49,61.12,193.69,3.91,6.61,66.33,15.31,61.09,52.34,70.25,72.28,46.73,12.84
10-05-2021 05:26:38,118.11,60.94,193.91,3.87,6.63,66.25,15.31,60.88,52.18,70.14,72.26,46.71,12.12
10-05-2021 10:16:57,115.83,60.63,192.48,3.97,6.81,66.08,15.31,60.63,51.96,69.99,72.23,46.68,12.18
10-05-2021 15:07:16,121.73,61.09,193.03,4.02,6.78,65.87,15.25,60.78,50.24,69.83,72.19,46.65,15.12
10-05-2021 23:57:35,119.12,61.19,196.14,3.89,6.87,65.57,15.18,60.36,49.19,69.56,72.16,46.57,12.68
11-05-2021 00:27:36,119.33,60.38,192.89,3.89,6.71,65.56,15.18,60.33,49.19,69.53,72.16,46.57,12.68
11-05-2021 06:17:57,120.2,59.37,193.77,3.86,6.87,65.33,15.18,60.1,49.08,69.37,72.15,46.55,12.68
11-05-2021 11:18:17,117.89,60.81,191.22,4.04,6.76,65.12,15.12,59.97,48.91,69.26,72.14,46.53,13.25
11-05-2021 16:18:37,119.48,60.67,190.47,4.02,6.69,64.87,15.12,60.1,47.56,69.14,72.08,46.49,15.12
11-05-2021 23:59:07,123.04,59.72,191.16,3.95,6.62,64.58,15.06,59.69,47.22,68.97,72.07,46.44,12.81
12-05-2021 00:29:09,120.76,60.32,189.03,3.94,6.83,64.48,15.09,59.5,47.22,68.92,72.06,46.43,12.06
12-05-2021 05:29:27,120.54,59.48,187.77,3.92,6.8,64.39,15.12,59.32,47.21,68.87,72.06,46.42,11.31
12-05-2021 10:39:48,117.63,60.91,190.79,3.94,6.87,64.19,15.06,59.13,47.22,68.79,72.05,46.39,11.81
12-05-2021 15:40:08,123.37,60.4,190.41,4.02,6.74,72.62,15.0,70.07,66.08,75.39,75.64,72.99,17.06
12-05-2021 23:50:36,117.87,60.39,190.24,3.94,6.77,68.15,15.0,63.62,58.99,72.76,75.44,72.93,14.0
01-06-2021 00:09:06,135.03,65.02,189.02,3.96,6.74,66.11,13.68,61.41,53.75,70.24,71.98,46.57,12.25
01-06-2021 05:49:28,135.92,65.79,188.36,3.92,6.71,66.0,13.68,61.08,53.57,70.1,71.93,46.52,11.31
01-06-2021 11:19:51,136.08,63.02,189.01,3.91,6.88,65.87,13.68,60.9,53.42,69.94,71.9,46.47,11.75
01-06-2021 16:50:13,137.19,63.61,189.45,4.01,6.74,65.71,13.68,61.03,52.13,69.8,71.83,46.43,14.18
01-06-2021 23:50:41,137.22,64.89,188.68,3.95,6.76,65.57,13.68,60.77,51.58,69.62,71.82,46.37,12.68
02-06-2021 00:00:41,137.9,63.64,187.64,3.95,6.78,65.56,13.68,60.76,51.57,69.62,71.82,46.37,12.62
02-06-2021 05:51:05,137.52,64.14,188.3,3.92,6.67,65.44,13.68,60.44,51.42,69.48,71.8,46.33,11.62
02-06-2021 11:51:28,136.63,66.01,188.95,4.01,6.76,65.29,13.75,60.27,50.94,69.35,71.78,46.31,12.87
02-06-2021 17:41:52,136.76,66.84,189.31,4.01,6.73,65.08,13.75,60.43,49.27,69.21,71.74,46.26,14.43
02-06-2021 23:52:16,138.5,64.27,188.65,3.96,6.74,64.94,13.75,60.13,49.02,69.08,71.73,46.22,12.62
03-06-2021 00:02:17,135.22,65.44,187.78,3.96,6.8,64.94,13.75,60.12,49.02,69.07,71.73,46.21,12.62
03-06-2021 06:02:41,137.06,64.58,185.93,3.93,6.61,64.81,13.81,59.79,48.96,68.96,71.72,46.19,11.5
03-06-2021 11:53:04,133.07,65.36,185.39,4.06,6.85,64.62,13.81,59.65,48.62,68.87,71.69,46.18,12.81
03-06-2021 17:33:28,136.32,64.91,186.4,3.99,6.75,64.45,13.81,59.62,47.96,68.77,71.68,46.14,12.96
03-06-2021 23:53:52,134.86,63.03,185.02,3.96,6.85,64.28,13.81,59.59,47.3,68.67,71.67,46.1,13.12
04-06-2021 00:03:53,135.49,65.66,185.5,3.96,6.83,64.26,13.81,59.59,47.3,68.67,71.67,46.1,13.12
04-06-2021 05:44:16,136.94,63.36,186.0,3.92,6.91,70.6,13.81,70.03,65.1,68.75,71.65,46.08,14.5
04-06-2021 11:34:40,135.55,62.88,185.47,3.91,6.78,68.67,13.87,64.76,60.05,75.08,74.92,74.31,14.81
04-06-2021 17:45:05,136.52,65.48,185.44,3.87,6.69,67.62,13.93,63.51,58.39,72.47,74.83,74.25,14.25
04-06-2021 23:55:30,137.29,63.83,184.2,3.84,6.89,67.25,13.93,62.92,57.74,71.4,74.47,52.35,13.43
05-06-2021 00:05:30,135.55,65.04,185.59,3.84,6.91,67.25,13.93,62.9,57.73,71.4,74.46,51.98,13.37
05-06-2021 05:45:53,136.64,64.7,186.21,3.81,6.76,67.01,13.93,62.52,57.34,71.1,74.15,48.56,13.0
05-06-2021 11:36:16,134.31,63.1,184.35,3.94,6.74,66.82,14.0,62.25,56.95,70.89,73.14,47.1,13.25
05-06-2021 17:26:40,134.65,62.4,185.4,3.99,6.87,66.62,14.0,62.19,55.74,70.72,72.41,46.79,13.75
05-06-2021 23:57:05,133.81,65.89,187.22,3.94,6.77,66.44,14.0,61.73,55.26,70.57,72.16,46.66,12.06
06-06-2021 00:07:06,136.06,64.75,184.15,3.94,6.89,66.44,14.0,61.72,55.26,70.57,72.16,46.66,12.06
06-06-2021 05:57:30,135.01,65.54,184.77,3.9,6.92,66.31,14.0,61.36,55.02,70.43,72.06,46.58,11.25
06-06-2021 11:47:54,133.53,63.79,184.1,3.89,6.81,66.17,14.0,61.23,54.8,70.28,72.0,46.53,12.18
06-06-2021 17:38:18,134.42,65.26,184.67,3.86,6.9,66.03,13.93,61.22,54.2,70.14,71.93,46.46,12.81
06-06-2021 23:58:44,135.66,65.71,181.63,3.83,6.9,65.89,13.87,60.98,53.88,69.99,71.89,46.43,11.93
07-06-2021 00:08:44,133.94,63.62,182.07,3.83,6.87,65.87,13.93,60.98,53.87,69.99,71.89,46.43,11.87
07-06-2021 05:29:06,132.51,63.56,183.08,3.81,6.64,65.76,13.87,60.72,53.72,69.86,71.87,46.4,11.18
07-06-2021 10:49:27,134.0,63.91,183.64,3.89,6.78,65.64,13.87,60.52,53.53,69.73,71.83,46.37,11.31
07-06-2021 16:09:49,130.75,63.74,182.61,4.02,6.77,65.47,13.81,60.65,52.13,69.58,71.8,46.32,13.62
07-06-2021 23:50:19,134.79,60.96,180.43,3.93,6.75,65.29,13.81,60.24,51.29,69.39,71.76,46.27,11.0
08-06-2021 00:20:20,132.9,62.73,181.04,3.92,6.67,65.22,13.81,60.05,51.16,69.32,71.75,46.26,10.31
08-06-2021 05:50:40,132.74,64.0,180.87,3.91,6.71,65.16,13.81,59.86,51.04,69.25,71.75,46.24,9.62
08-06-2021 11:01:01,134.69,63.99,181.85,4.01,6.88,65.01,13.75,59.65,50.79,69.14,71.74,46.22,10.0
08-06-2021 15:51:20,131.26,63.92,180.4,4.03,6.83,64.83,13.75,59.86,49.36,69.03,71.69,46.18,12.68
08-06-2021 23:41:39,136.12,63.31,180.22,3.92,6.76,64.62,13.62,59.63,48.87,68.86,71.68,46.14,11.0
09-06-2021 00:11:40,132.39,61.46,181.83,3.92,6.78,64.61,13.62,59.6,48.86,68.86,71.68,46.14,10.87
09-06-2021 05:32:00,132.24,63.7,181.92,3.88,6.88,64.48,13.62,59.35,48.84,68.76,71.67,46.12,10.0
09-06-2021 10:52:21,134.44,63.77,179.94,3.96,6.71,73.46,13.43,70.51,65.61,75.11,75.22,73.76,15.25
09-06-2021 15:22:39,133.9,62.56,180.58,4.02,6.71,68.31,13.43,64.41,59.28,74.94,74.89,73.54,15.18
09-06-2021 23:42:58,136.43,63.86,177.87,3.92,6.92,67.78,13.46,63.66,58.52,73.2,74.84,73.51,13.77
10-06-2021 00:13:00,132.35,63.73,179.87,3.91,6.76,67.26,13.5,62.91,57.75,71.46,74.8,73.48,12.37
10-06-2021 06:13:21,132.4,62.87,180.7,3.86,6.99,66.99,13.56,62.37,57.3,71.07,74.31,49.56,11.43
10-06-2021 11:43:42,130.27,63.28,179.84,4.02,6.95,66.81,13.56,62.15,56.88,70.86,73.85,47.43,12.31
10-06-2021 16:54:03,131.9,64.25,179.12,4.02,6.58,66.62,13.56,62.23,55.71,70.73,72.66,46.87,13.87
10-06-2021 23:34:27,131.22,63.64,178.49,3.95,6.53,66.44,13.5,61.79,55.25,70.54,72.16,46.65,11.75
11-06-2021 00:04:27,131.54,62.32,178.11,3.94,6.67,66.44,13.5,61.75,55.23,70.51,72.14,46.64,11.56
11-06-2021 06:14:49,129.52,64.91,178.37,3.89,6.81,66.31,13.5,61.27,54.99,70.37,72.0,46.55,10.0
11-06-2021 11:15:09,134.55,64.45,176.71,4.03,6.76,66.19,13.56,61.03,54.76,70.29,71.94,46.49,10.56
11-06-2021 16:05:28,129.83,62.36,179.84,4.02,6.67,66.04,13.56,61.21,53.69,70.16,71.85,46.44,12.93
11-06-2021 23:45:54,127.68,62.43,178.54,3.93,6.63,65.89,13.5,60.85,53.16,69.98,71.79,46.35,10.93
12-06-2021 00:15:55,130.03,62.5,177.6,3.94,6.87,65.89,13.5,60.82,53.13,69.97,71.8,46.35,10.75
12-06-2021 05:56:14,130.82,63.75,176.86,3.89,6.82,65.76,13.43,60.45,52.94,69.81,71.76,46.31,9.56
12-06-2021 10:26:31,129.91,63.81,177.27,3.91,6.79,65.65,13.43,60.25,52.81,69.69,71.75,46.28,9.5
12-06-2021 14:46:49,133.14,63.68,178.01,4.02,6.78,65.51,13.43,60.43,52.04,69.58,71.69,46.26,12.37
12-06-2021 23:37:07,131.21,63.79,177.98,3.89,6.74,65.31,13.37,60.36,51.06,69.36,71.67,46.18,12.31
01-07-2021 00:20:07,127.19,61.62,173.82,3.92,6.48,62.61,12.0,59.82,52.29,67.24,70.83,44.89,10.0
01-07-2021 05:50:27,126.27,60.22,173.63,3.89,6.66,62.54,12.0,59.75,52.24,67.21,70.82,44.86,10.0
01-07-2021 11:40:50,126.01,63.73,174.21,3.88,6.58,62.48,12.0,59.68,52.17,67.19,70.81,44.84,10.25
01-07-2021 16:31:08,125.69,60.5,172.77,4.02,6.55,62.4,12.0,59.79,51.77,67.16,70.76,44.81,11.56
01-07-2021 23:51:37,125.83,61.93,174.4,3.93,6.67,62.33,12.0,59.57,51.49,67.11,70.74,44.76,9.81
02-07-2021 00:11:36,125.6,61.01,172.18,3.94,6.78,62.33,12.0,59.55,51.48,67.11,70.74,44.76,9.75
02-07-2021 05:31:57,127.72,61.17,174.12,3.91,6.59,62.28,12.0,59.31,51.39,67.08,70.72,44.73,8.68
02-07-2021 10:22:17,125.04,61.24,173.19,3.99,6.64,62.24,12.0,59.12,51.29,67.05,70.72,44.72,8.18
02-07-2021 15:02:35,125.37,60.29,173.68,4.02,6.67,62.14,12.0,59.36,50.96,67.01,70.71,44.71,10.87
02-07-2021 23:32:53,128.26,60.98,172.08,3.91,6.48,62.05,12.0,59.24,50.55,66.94,70.66,44.64,9.37
03-07-2021 00:02:53,125.56,61.03,173.32,3.88,6.63,62.05,12.0,59.22,50.54,66.94,70.65,44.64,9.25
03-07-2021 05:53:13,128.83,61.16,175.46,3.85,6.55,62.0,11.93,58.95,50.46,66.9,70.64,44.62,8.06
03-07-2021 10:33:32,125.29,60.57,172.31,3.87,6.65,61.95,11.93,58.82,50.39,66.87,70.62,44.6,8.12
03-07-2021 15:03:48,127.44,60.91,172.95,4.01,6.8,61.9,11.93,59.02,50.19,66.86,70.61,44.59,10.5
03-07-2021 23:34:01,122.86,59.58,174.1,3.88,6.7,61.8,11.87,58.87,49.92,66.8,70.54,44.53,8.87
04-07-2021 00:04:02,125.53,60.61,173.16,3.86,6.85,61.8,11.87,58.86,49.92,66.79,70.54,44.53,8.75
04-07-2021 06:24:23,122.88,60.27,172.66,3.83,6.57,61.75,11.81,58.53,49.84,66.75,70.51,44.5,7.12
04-07-2021 11:24:42,126.47,60.92,171.01,3.97,6.74,61.7,11.81,58.43,49.75,66.73,70.51,44.48,7.93
04-07-2021 15:34:59,123.33,61.25,170.6,4.02,6.71,61.64,11.75,58.66,49.6,66.72,70.49,44.47,10.06
04-07-2021 23:35:12,125.53,60.85,171.85,3.89,6.61,61.56,11.68,58.58,49.49,66.66,70.43,44.41,9.06
05-07-2021 00:05:13,124.63,62.68,171.14,3.87,6.81,61.56,11.68,58.58,49.49,66.65,70.42,44.41,9.12
05-07-2021 05:15:30,123.27,59.39,171.47,3.85,6.7,61.52,11.62,58.55,49.5,66.62,70.4,44.39,9.18
05-07-2021 10:45:50,122.55,62.04,171.59,3.84,6.52,61.48,11.62,58.49,49.51,66.58,70.39,44.36,9.12
05-07-2021 14:46:06,124.16,61.29,170.56,3.84,6.61,61.45,11.62,58.54,49.48,66.58,70.37,44.34,9.93
05-07-2021 23:36:14,127.49,60.76,171.66,3.72,6.69,61.4,11.62,58.55,49.45,66.54,70.32,44.3,10.0
06-07-2021 00:06:15,124.39,58.75,172.94,3.71,6.78,61.39,11.56,58.54,49.45,66.53,70.31,44.3,10.0
06-07-2021 04:56:33,126.16,61.2,169.8,3.7,6.76,61.37,11.56,58.5,49.45,66.51,70.3,44.27,9.87
06-07-2021 10:06:51,124.64,60.31,170.26,3.69,6.66,61.34,11.62,58.44,49.43,66.49,70.28,44.24,10.0
06-07-2021 15:27:07,126.01,60.93,170.58,3.81,6.56,61.26,11.56,62.79,49.95,66.47,70.23,44.21,11.06
06-07-2021 23:37:18,121.91,59.18,171.71,3.7,6.49,61.2,11.62,61.57,51.07,66.42,70.19,44.18,9.75
07-07-2021 00:07:20,124.0,60.04,169.14,3.69,6.6,61.21,11.62,61.52,51.08,66.42,70.19,44.17,9.62
07-07-2021 05:57:40,125.99,60.53,169.18,3.67,6.62,61.18,11.62,61.05,51.08,66.39,70.18,44.15,8.5
07-07-2021 10:47:59,124.27,62.07,167.89,3.81,6.73,61.16,11.62,60.75,51.01,66.37,70.17,44.13,8.5
07-07-2021 15:18:18,124.33,60.16,180.77,4.02,6.67,61.09,11.62,60.92,50.83,66.37,70.16,44.13,11.06
07-07-2021 23:48:31,123.77,58.59,181.81,3.88,6.79,61.02,11.62,60.63,50.58,66.31,70.11,44.07,9.37
08-07-2021 00:18:32,126.09,60.88,182.09,3.87,6.77,61.03,11.62,60.61,50.58,66.31,70.11,44.07,9.25
08-07-2021 06:08:54,124.75,62.13,181.27,3.85,6.69,60.99,11.62,60.23,50.48,66.28,70.08,44.05,8.0
08-07-2021 11:09:12,124.32,60.23,180.14,4.06,6.73,60.95,11.62,60.04,50.38,66.26,70.08,44.03,8.56
08-07-2021 16:09:32,125.2,59.75,181.36,4.02,6.77,60.89,11.56,60.33,50.19,66.25,70.04,44.0,11.12
08-07-2021 23:49:51,125.07,60.85,180.74,3.92,6.6,60.84,11.56,60.22,50.14,66.21,69.98,43.96,10.5
09-07-2021 00:19:53,124.46,59.02,178.43,3.91,6.95,60.83,11.56,60.21,50.14,66.19,69.99,43.95,10.5
09-07-2021 06:10:13,126.42,60.63,179.07,3.87,6.7,60.8,11.5,60.11,50.15,66.17,69.96,43.93,10.5
09-07-2021 10:50:31,123.97,60.3,181.82,4.02,6.66,60.79,11.56,60.02,50.12,66.16,69.94,43.91,10.56
09-07-2021 15:00:48,124.43,60.18,180.44,4.02,6.69,60.75,11.56,60.15,49.76,66.15,69.91,43.89,12.25
09-07-2021 23:58:48,123.0,60.21,178.51,3.97,6.62,60.7,11.56,60.05,49.43,66.14,69.83,43.84,11.31
10-07-2021 00:28:49,124.15,59.7,180.69,3.97,6.61,60.7,11.62,60.03,49.43,66.12,69.83,43.84,11.18
10-07-2021 05:59:04,126.24,59.85,180.86,3.93,6.58,60.68,11.62,59.71,49.4,66.11,69.81,43.81,9.93
10-07-2021 11:59:21,122.85,59.59,179.19,3.96,6.66,60.63,11.68,59.39,49.33,66.08,69.79,43.79,8.93
10-07-2021 17:59:39,122.08,60.63,180.19,4.02,6.54,60.56,11.68,59.61,48.8,66.08,69.75,43.76,11.87
10-07-2021 23:59:55,125.25,60.41,175.45,3.97,6.54,60.5,11.68,59.45,48.61,66.06,69.69,43.73,10.25
11-07-2021 00:29:56,123.48,59.82,180.26,3.97,6.61,60.49,11.75,59.41,48.61,66.06,69.69,43.72,10.12
11-07-2021 06:00:13,123.82,60.86,180.34,3.94,6.64,60.46,11.68,59.08,48.57,66.03,69.67,43.69,8.56
11-07-2021 12:00:29,123.57,60.8,177.81,3.94,6.54,60.39,11.75,58.81,48.51,66.01,69.65,43.68,8.18
11-07-2021 17:30:46,123.71,62.13,179.16,4.01,6.44,60.32,11.75,59.13,48.23,66.01,69.61,43.66,11.62
11-07-2021 23:31:02,124.83,61.2,178.34,3.96,6.61,60.24,11.68,59.1,48.14,65.97,69.57,43.62,10.93
12-07-2021 00:01:04,122.23,60.22,178.46,3.95,6.54,60.23,11.68,59.1,48.16,65.97,69.57,43.62,10.93
12-07-2021 02:31:11,121.92,59.12,178.0,3.94,6.67,60.22,11.68,59.05,48.18,65.94,69.55,43.6,10.81
12-07-2021 05:01:18,123.5,60.47,176.91,3.93,6.62,60.21,11.62,59.02,48.2,65.94,69.54,43.59,10.75
12-07-2021 07:31:25,120.93,58.94,180.17,3.91,6.55,60.19,11.62,58.97,48.21,65.93,69.51,43.57,10.68
12-07-2021 11:01:35,121.22,60.87,177.79,3.89,6.57,60.15,11.68,58.9,48.2,65.91,69.49,43.55,10.87
01-08-2021 00:17:33,119.88,58.39,183.35,3.87,6.38,61.83,11.18,57.74,47.97,66.96,70.11,44.57,9.62
01-08-2021 06:17:53,118.56,59.71,186.16,3.84,6.52,61.76,11.25,57.54,48.0,66.91,70.1,44.54,8.31
01-08-2021 10:48:10,121.52,59.9,184.38,4.03,6.57,61.7,11.25,57.37,47.96,66.89,70.1,44.53,9.0
01-08-2021 15:08:27,117.4,58.47,185.08,4.01,6.39,61.61,11.25,57.7,47.62,66.86,70.08,44.51,11.93
01-08-2021 23:38:45,120.88,58.66,185.45,3.89,6.43,61.51,11.18,57.59,47.51,66.81,70.04,44.47,9.75
